Actual Price,Predicted Price
1494718,1514591.7073828664
477324,473497.5286714674
1844711,1838814.4914968396
1247216,1252641.719430302
1418159,1404919.1900657862
1096801,1076147.8381078418
1224926,1236830.7215404285
572606,609089.7730087964
527917,576409.2135969871
1863453,1879954.39566718
1241174,1233438.8440373703
1872423,1848622.4909770133
1452174,1490326.2151263694
1610391,1567889.381787856
1295197,1318750.3824010435
1489065,1498195.574356147
1812226,1786370.2985198342
1058109,1086965.8854474102
1163721,1185496.8285737494
916071,914686.754485471
878677,902799.9773962625
754221,739293.2334403024
1334577,1338660.7891116221
1488840,1514147.896348871
1281102,1294233.2253547544
1326263,1293485.5458268505
1111820,1102422.1777135243
1573583,1548635.9586648783
1526267,1515395.2353796693
1204244,1180809.208323587
1417974,1427630.379124039
966453,1022631.7130857784
1458260,1454344.197927386
1569834,1571459.3564074894
877745,845105.6867354889
1605201,1572976.4796600938
1271586,1262555.0390545018
1008975,993729.2531313912
995381,1006826.8406788446
939159,927586.8877402124
1549384,1553926.0643723272
1409467,1399199.6660650761
1359292,1339889.999914745
1554049,1547234.7840686326
2111439,2088055.5970175364
1249440,1237148.0415832158
1841252,1836843.3461203577
1651031,1649130.7519053097
1150063,1175572.2171084709
1446245,1450471.748262212
652144,665265.0549234743
1198633,1170951.596241037
1325339,1309098.37174522
1214246,1212534.440312503
1519809,1525393.1262868796
941020,944903.7190111463
1662382,1644104.2987097888
805142,790248.1841713954
1448577,1434237.5221455873
587776,575102.374209315
2017227,1996353.2275796556
1181245,1165636.7657779504
1785373,1741144.7305291323
1476846,1447715.4467105456
1323565,1356425.345010829
461696,473784.08304173173
1623910,1654274.3353418082
1837137,1819211.3974507274
1490047,1484504.219974166
1792999,1766435.2172789169
727492,721365.4802583548
1241895,1227536.2678397216
1701915,1697948.6560146776
1987666,1955433.9198096106
1493234,1486874.6306772102
951139,974157.9880009007
1050386,1031744.0516922179
830196,814225.9619298395
950029,958904.8140216682
1236013,1226303.56397011
972570,978889.8573137077
893483,898868.8378089401
1524199,1504569.818012806
1395745,1394459.6138925839
1220111,1213347.2072423338
1434389,1433545.5773332443
1487359,1488091.9075796895
1293405,1298482.6875380455
1253840,1246867.776907382
838959,821403.4355670452
1352645,1406965.6353266397
2364230,2326769.66628421
544965,583941.5539752952
1298290,1295817.004593092
1819941,1808392.2499775311
1731495,1760957.0865488634
1261040,1291663.493062868
1329083,1352155.612363737
1200289,1210834.9817319624
1235115,1267415.9055535137
1886269,1864360.989033472
1280668,1307795.5498705076
1761514,1729931.8250061066
1457858,1464099.4599767518
1301649,1287171.2670955013
1540799,1554374.728476803
699099,715691.1228715172
1803057,1793650.8036606144
1022769,1007621.1920527712
1618331,1638699.028081304
1697358,1696074.5317528502
1212836,1211270.3259358867
1174618,1185530.3309214194
821901,765389.8327524402
1131427,1123273.2712290077
1325743,1324581.996591653
1812977,1788320.8083346908
1033553,1005776.9724376285
1110881,1097048.593095316
887968,872186.3146494895
1186058,1178211.3677537946
989704,1003112.2320620265
1146280,1150175.1038304756
1524208,1530761.1260696445
2010056,1987405.6446523687
1192888,1233177.968654603
1723800,1728149.269706978
1854506,1853424.292831726
1612397,1612880.4425844483
1290269,1306200.1772049565
909443,912090.8444588176
1218681,1202045.2988657635
1772902,1764364.0889669803
744467,743052.9997604734
775474,766645.8419199169
1145209,1162709.139623228
1281768,1302030.0826065275
651782,657564.4759024596
1548283,1539880.3384014356
2072427,2071520.52673789
1144729,1129075.985636791
1685960,1720365.5778860862
1797421,1801953.408646688
783240,785215.1342974148
1443028,1421232.7859009546
1883052,1886122.0064425357
1385980,1417942.54092214
1913343,1887861.0407916456
1778441,1792066.176303844
565266,574499.8605518753
1298349,1300991.2481003925
960378,949708.7211992698
1562588,1587991.588807579
994574,996544.461200931
1374914,1405953.1606987896
1927037,1873288.2541115198
944010,924779.3733687282
1467324,1478978.2772423464
1225572,1247342.6277706344
2164547,2177015.8786355346
1505671,1520475.6834963462
1298530,1296787.1323172369
1987885,1984321.111532646
749863,775196.3637513291
713769,710309.5929700341
1592610,1608712.0364064616
1022751,1023808.0615089707
1505490,1491219.726034925
1521029,1523346.2491476021
947997,958591.7720983294
1293531,1308227.1740347855
757054,739719.227852696
2140561,2104643.677061208
763838,767418.9507601757
1362354,1343322.5991840053
1039211,1014152.4835289511
1691343,1695797.6978989823
1208631,1215409.33727417
1730518,1768799.2326368506
1458589,1484179.491212634
1921613,1928005.5321342358
1368522,1376249.9348812005
815818,837995.3130909032
1689452,1686551.2494632609
1287475,1286670.964556698
1100445,1113987.8995448758
1755216,1768217.756805027
1443454,1428736.944847043
1565907,1546214.201772551
1434530,1447721.034142194
1345445,1347338.6024327856
2056936,2022192.2658324824
656433,701703.0053530064
1213288,1182586.3581235958
938780,926729.5508205302
1706065,1716088.8693364908
1306504,1320597.0723236182
1362196,1346793.5414851534
1927417,1916823.2951735142
1015329,982516.4977184071
1195456,1203321.2415584319
1313557,1294997.3737956136
902523,886736.4728723671
1747593,1755340.246885938
1498945,1478377.3430451732
2007224,1974570.6628457394
865728,849179.7812397103
1811419,1817743.543134175
1325307,1369118.6399732616
1671411,1673486.4816396867
1408438,1406760.9891672966
1262819,1295004.610707677
1664210,1670860.175376657
1419787,1433915.7585830055
1788801,1797159.0060693107
907931,934361.8365658951
1100289,1080063.491812484
1017710,1013266.7557238454
1615743,1622882.2714703956
1139178,1126074.1734396357
1174636,1214449.7137309848
1456536,1474902.385211571
1718447,1703059.7243549372
1290629,1275594.4717120058
1782138,1808790.213818661
1551316,1542749.9205854668
1310157,1337292.7037946165
1276486,1235329.939408695
555779,578799.8421175218
2270995,2258728.3954243977
1226893,1236330.0625989337
1636670,1639137.1324677782
1475884,1501467.7939865063
1193736,1181717.5297857954
1326143,1303509.928068638
1155290,1194719.2749139918
1369836,1397834.3036035746
1785809,1752224.6851747676
1207703,1207532.3231576239
1122976,1111126.55666346
1140108,1131289.4543117841
1674657,1670195.4602116095
578533,594785.2201445834
1254744,1242800.8414232773
1844837,1821906.5076923473
1644828,1665621.2906535345
2396087,2346591.198119603
1435981,1427805.3612113006
875722,880618.0199770838
1432205,1466633.863222745
1069436,1048474.1554287962
1179943,1196924.293884957
1152227,1151134.2172230296
1311662,1296212.5254486047
1867126,1878961.5100536584
1187743,1187421.3985855347
1982674,1964343.8205317976
947817,948885.6025108297
824017,826465.1100245401
1682042,1697777.6587598156
1065524,1084089.420513965
969500,1007805.9909296373
871798,907541.5278289982
905915,911892.2315118365
862604,857838.4325103569
1753486,1745063.9459545752
1041011,1020829.892281393
760098,758066.3998074245
2068187,2060668.9477798836
1221495,1187444.1449156129
1719824,1721805.1496778368
889598,887568.0074873562
900371,911385.1251210191
2116083,2083949.3657166448
2183484,2117212.0067990795
1373306,1356524.1396877114
645525,634070.1667944903
1660859,1666516.119381006
1116742,1093371.4603983301
1330899,1325052.5598307918
1110833,1125835.3323780515
958471,962239.4944606274
1015455,976911.0136589238
1373177,1376668.2653317307
1125810,1149720.5464843141
807104,840045.4226763936
1330438,1323471.4672937733
1052432,1050524.5487198532
890534,892862.6969559647
1469610,1507522.5587639485
1324581,1312013.5618652727
1251193,1232977.6726195363
1475672,1478416.3355035037
1709327,1720729.976245248
842656,837502.9650399006
1188759,1205121.8968867816
1208804,1243242.926878726
958296,970356.3979994135
1208120,1233010.9208241364
1003916,974400.2718677887
1870966,1852809.8145048446
785004,818074.4760658859
964376,996031.2020995108
916694,891044.9451128939
1075647,1067015.355247807
1224630,1213414.7285168208
1438308,1462561.961023286
1885277,1827561.1310741238
1314069,1321970.549897826
1849246,1824960.2381284358
1281629,1250614.0412789655
1020925,1029554.729964827
1126904,1112106.874136609
1627802,1637086.7298435625
1729503,1710677.9876475523
1288826,1293864.3704344858
1128509,1124089.0897811444
2322096,2280603.8131777104
975591,977009.9302773675
1411620,1410728.593848356
1016644,1007708.4412328475
1486081,1466618.1248522077
843409,854065.5714888797
1306909,1263560.0470476917
1893923,1908588.141300999
1327073,1313732.5078311984
619714,635122.8742626644
1391527,1401506.725387426
1696961,1671291.279447811
1900262,1891220.288744745
1455812,1481252.9192171986
1300614,1279998.7075339986
1264658,1252624.104565501
1035291,1017611.9326543653
931333,956234.8678199141
811289,813177.1978869531
1284867,1279527.2357160146
1100619,1146468.2144440059
1937053,1946119.581736668
1725769,1702768.9560786302
1194832,1203822.7634357947
1102023,1130894.9050455543
1964111,1964436.7849128277
1594505,1558142.3098082216
1587189,1564796.234542152
1400429,1376885.2536408948
1077305,1072113.8194615762
1041465,1030550.9461647731
1278368,1301828.7215295057
1581695,1564222.1887859248
1824797,1814936.4565353303
1249481,1246483.9855403746
1591356,1558219.1958765115
1713473,1708183.8284522204
1001320,1007949.257592388
1191483,1199961.204103351
2412785,2390086.818060597
1098533,1111226.112239215
1286787,1280915.1987050206
1283553,1269014.570582238
1451817,1450780.6768951027
1357619,1381962.0486283505
1662432,1687868.3889736647
1824050,1843844.36267411
1812659,1814940.2059695318
1261587,1254572.0057878066
2004743,1981883.5725472157
1759982,1705512.774831135
1448603,1451841.9438563087
922477,957260.7213536858
1306214,1318884.1987279453
1427839,1439997.7871346169
1410255,1402359.8554851126
1159905,1144983.3045161322
889112,914599.190606511
1511517,1494074.1452186005
1887134,1925342.9279263634
1446541,1444266.0654920833
1100075,1090346.7805082123
1274398,1293196.831039904
1615141,1617401.2556967197
1276921,1283497.2028142777
1888658,1867980.1755375993
1933030,1901838.9845157287
1849342,1874488.108824594
1228371,1253094.3013073658
1498483,1505690.348960348
562127,578307.6167992173
1230425,1265003.6486712499
2040191,2014948.3984047323
1459526,1467347.5744889488
1441934,1420833.8360018495
1496016,1485327.2516709266
1633223,1608534.1075256206
1139632,1178578.0477226973
1996429,1985156.8482057746
1084520,1073947.8390718356
997447,997812.2821494483
1305794,1287323.4454227758
1945543,1941471.4906588213
1267622,1250199.5566081128
1340780,1345519.502403923
1254237,1235380.5639746527
1512221,1499928.5014333648
1202733,1200790.1958374577
1663059,1687832.316106561
1183058,1183064.26007789
1160711,1157232.5123277418
1351904,1371186.659131886
1661999,1630738.0347746473
1077390,1077639.8363843218
1016098,1002420.8729547163
1813351,1828454.9709962993
1254058,1238289.4844692722
1292735,1282454.4001590083
1628446,1641237.3262681463
946397,957078.4053597247
1552563,1573630.9083736737
1567362,1596941.507734146
1219450,1235557.935467469
1503481,1504347.7326665567
1702483,1708442.7527292713
1761513,1773263.456216435
1999619,1996314.242761083
1558502,1530780.2426230994
1257862,1253049.3296413228
1264713,1291728.1502292715
1385058,1368160.2221152966
1798196,1811271.0284070445
1131082,1124603.252300914
1412185,1418160.9556441114
985170,977528.9706181203
1674650,1668419.457674469
1069210,1044904.2389467123
1898596,1906599.3332928887
2199906,2167338.1336377636
1496837,1463869.9298250237
1402453,1405379.124987341
1709900,1705006.4913511
685264,678186.4964790305
1172418,1197548.10859163
709053,755023.9225304872
1247263,1248283.5892395845
1466235,1426043.2865001797
1568484,1558025.8666050977
1649146,1642136.0239859205
1584925,1583544.5425567094
1298960,1308653.2368526224
633070,637531.4749110906
1372347,1388003.4692469735
854736,900360.1199579807
948838,930730.6576460191
963601,971107.0285514158
1585684,1611559.4760350264
1157043,1204422.134005772
2435469,2427753.610003395
1596796,1574140.6992402377
1428456,1405029.526995014
739713,753247.1196680663
1687337,1687564.1050479545
1384933,1414524.0420792054
1776222,1784864.3085558056
2029563,2027878.9345049274
1558344,1575883.2742496398
806159,805208.1730602682
1518621,1524861.385868527
1163205,1175064.01428306
675843,675859.6607261987
1579796,1571744.6070016478
1650560,1672132.9299575172
1355063,1360062.2503804471
1361947,1364668.8974420873
1577097,1577603.2862246644
1714739,1723778.7809442163
1702811,1717544.6588329964
1494991,1525403.2936460031
1168723,1134209.8862471199
1601616,1636785.248246471
1101389,1099775.5252548647
1304372,1331339.5730078276
714752,717706.7636665332
1344448,1330133.7814499992
1195912,1198205.6177432516
757596,754801.3765684619
949265,972748.3826154596
1022712,1041341.938175631
1311245,1304885.390024814
1373942,1358886.811791334
1430045,1403572.0915282364
1522681,1541201.840842642
814176,809239.3363578238
1673704,1664827.3368145758
1015777,1041107.1366887196
747144,752889.668523787
1180431,1205621.8635901015
801074,799177.7449949782
1958574,1961511.6048909447
1346956,1314636.899794606
762172,761222.4912308648
1575357,1541181.488528097
1025410,1055001.9286072876
1145605,1129177.0675885174
1697717,1704853.315334064
1366683,1404016.6202231855
1509512,1498892.8138517393
1583453,1568168.8263891817
1292175,1293689.4942229765
1625122,1640696.7503057346
1986637,1995107.3842402804
941606,935257.5435202015
1945159,1957047.2784283597
1365695,1364712.618929477
1641607,1608473.3290917547
1036993,1014888.0544501834
805299,848115.4145294207
1924963,1921600.6236167806
1252979,1258345.7657457064
1739773,1759851.7766246474
886791,908053.7247853249
1080396,1072038.5589632522
1226520,1193991.6146930691
1626893,1620544.2731247144
1913233,1934942.0405253274
1777783,1774384.399322451
883203,889687.7817986625
1696464,1735398.2116879164
899636,900449.7190671789
919995,908994.918481105
1647512,1669426.5868985923
1529716,1530348.6575867902
1167619,1181053.8276978852
1007436,990220.3836940228
1646772,1658298.176585165
1427064,1406313.5886352162
1350869,1325617.318310376
2156759,2146900.5884254947
1483718,1485691.1464576155
1947525,1909858.7529234414
1956003,1956018.1772965016
1096738,1130461.5608156426
1454103,1451110.005071215
1986283,2000529.5405790703
1930583,1917671.9327873075
1948629,1936727.2527678432
1747245,1758107.3549360905
1115195,1148900.3673239173
1319896,1350018.2090732562
1193121,1187228.3859450247
1775915,1759637.0573575445
1252537,1284054.6364594207
756042,792284.0417512736
1841537,1812607.52599149
1652792,1640361.0019882624
2070234,2068506.9696040435
540122,550256.7328420753
1788308,1789135.309937243
1898603,1889359.1977570525
1103813,1116101.4751267289
1312914,1307356.6626525866
1411076,1432821.7463400955
1072861,1065231.2414237503
1431510,1432538.359460321
952171,970725.9567740121
1878086,1835925.545689546
2031106,2032473.3359426046
1349257,1347627.9460694122
1047685,1066064.4615460758
2272323,2312502.043661932
1102083,1110696.6044186484
1751732,1789550.3006962296
1005486,985601.0184851224
1767822,1798657.3773467897
938956,929394.0262613159
1624261,1618905.7820237007
2133737,2094897.7761539656
1496819,1484520.3261832367
1387741,1411917.0155037895
967720,938332.5668351728
1184044,1170144.6537702077
1013071,1044411.5319919103
1574157,1540053.0941535179
1132292,1111578.4812358862
1334678,1320923.0430205467
1408215,1397972.6876972592
2041388,2062998.289684299
1908720,1936942.9269495793
2027925,2046240.1816888817
2211497,2248228.903705981
1333879,1333024.1119149125
532783,534803.0813219922
880899,911485.5836177778
1768894,1765086.5564538217
1902561,1922559.9398427978
1276951,1283138.7156314666
1260925,1234433.9925483002
1827305,1810145.7564446987
1084897,1062804.478949151
2052036,2067225.744967378
1474577,1446919.542613357
1770564,1742676.8377245846
1001909,984255.8833872066
1483677,1483758.3097885202
1059596,1076988.3652110691
1533948,1512832.4602820734
927302,919791.6145417431
1250185,1251820.8020037126
1290918,1258281.6764420986
1379752,1403477.1338262314
1063101,1090766.3605596416
1659508,1684552.633246105
1063124,1059001.8855854361
1897204,1863608.774243699
1137186,1146864.0663916746
1749211,1735682.8788664385
1494806,1484772.613812292
1701738,1724173.1695597987
2289784,2247892.9614179386
1815102,1778244.715458787
1354530,1373182.8274798377
894480,888444.6908798133
886493,875538.6455089577
760678,766607.1140332714
1327139,1337423.4956908629
1642570,1606261.4134275268
1585166,1573514.170099706
1156406,1175949.104277846
1651126,1645772.300626579
1583317,1597936.9336400814
1407421,1429584.1173157461
1724642,1726456.2478644124
1726361,1733901.1053307266
1918162,1935300.0640668848
1307621,1293070.5594577002
917117,930252.793272293
976979,983286.0639873534
2042989,2029983.2896581655
1163660,1188783.224648048
1889693,1903930.9575108297
1460028,1464952.2357988895
1493864,1453222.058801147
1765699,1729278.9351931124
1100874,1101481.248424232
870612,865512.5308889626
1725132,1729535.1827719708
1720175,1707930.1497480872
789859,804913.1919402143
1835038,1802570.8699018545
813383,817635.9292817023
755943,779193.715391046
1498654,1515433.840135822
2434007,2411522.048885504
1551708,1541690.3912389837
1141038,1157476.0392862505
1765175,1773837.7072912983
2180151,2194844.520484405
1190844,1175096.4358211716
1864914,1860724.021698943
1847862,1841369.1316242672
1198084,1243203.931959223
816876,839816.7487699067
995500,1020095.869264567
1383644,1364910.2307448229
1533647,1531476.9610033783
1828496,1846936.617055339
1474255,1475756.1490291737
1434956,1428992.3679294116
1582795,1613211.982544741
1405622,1402645.6317200717
1332391,1305253.8539492763
1977664,1968751.2119236276
1603444,1599283.9384445993
1555080,1533976.013840004
553225,546278.7181192782
1168562,1171273.707620696
1384446,1364772.8447424374
1132817,1114179.530410881
716536,699588.2200909039
1658945,1658761.0492974229
1658092,1669490.8828702145
868920,882902.1117231952
970492,987914.095950563
1320010,1313505.9822100156
1044443,1038174.1001004158
1876791,1873621.449458249
744120,737516.4621877484
1417669,1416429.3218694793
1319570,1324187.0021596998
1076767,1096941.1862105234
1466729,1460929.991509647
1335595,1355168.4354072085
802068,812572.3530874924
1336871,1302846.739287828
878198,895619.5791409067
1153413,1152749.7556804314
1365718,1352281.6722469688
1745899,1758887.07369683
1477130,1455327.9865989492
1515368,1497532.198996061
626747,649455.8917350421
1375018,1397145.1206303488
991723,991433.8531197058
1560584,1566567.9304951075
1770534,1770529.5396686636
1774944,1764580.5212688183
1046498,1043258.2837750055
1449180,1444732.3827607878
1473567,1456164.507306688
2010098,2025345.4754893645
1193955,1181640.6863843629
1104006,1061502.4511131202
1513180,1507314.8371196247
1766992,1775935.0463130733
1836418,1822090.3994377144
1561766,1627403.8725919111
1308420,1309184.3389711785
1343026,1333005.6728819702
1827903,1825500.7215844141
1400838,1400202.5401767867
1690099,1687796.8076307613
1066473,1076018.4911518756
1142219,1118459.574818692
796670,808330.1203583195
1564479,1577292.3051007774
1624595,1612088.3916719258
1437449,1407280.96803257
1705967,1738516.9731356453
1466507,1506366.2791767637
1297184,1323704.1478843004
1456545,1472271.320271117
727893,740389.9403569007
1316823,1284607.8779657492
871582,862261.3737598929
1795809,1780407.8310240076
1037398,1043103.4873756891
1395564,1383761.218073157
1117120,1105940.288769632
1953749,1940819.8238828627
1219858,1228953.2348244416
1241180,1228072.4799723811
1370108,1341457.4878741733
2088224,2090727.392688539
2082904,2049774.765371345
869194,890389.554912022
1658647,1656987.677072639
1614190,1627220.43868311
1795123,1778884.545958837
1041992,1050508.4122017203
1320594,1351912.2751346747
791104,796184.4815755935
1170878,1164980.1241906388
1590673,1560047.5707994106
481741,492840.5566215066
848284,818835.5188392438
1606902,1600057.8912292554
1059320,1109918.4767512148
870113,895142.6769636819
1534397,1522159.3178772659
1335573,1329846.2647585238
1415021,1414896.8630601328
1330893,1333614.5142045475
1275777,1285170.510960259
1399900,1401019.2573862425
1511356,1512656.7914888125
1496508,1512299.0548944806
2149943,2159260.0068980404
828945,836373.9404811199
532415,545876.7973106803
1265721,1275688.1219113132
722433,706928.6342065345
1021199,1040885.8302011632
1508580,1547363.1138208916
1110621,1085956.0762524414
1005320,1003295.9985646897
1822325,1799556.2599552374
1233597,1216281.532194833
1099594,1086758.6803825228
1311308,1320813.718559393
1314443,1340922.3628759128
1420097,1417267.152774797
1790867,1770967.2815633428
721503,760391.059717593
1698777,1681617.6002768837
1326370,1345935.5098947554
1672271,1649097.973836064
1086395,1110521.5486953077
1858239,1872462.212415984
1150209,1178291.764912358
1264669,1255759.1319562825
650774,682802.6615773555
908053,916536.3161340402
1573728,1529813.2780126042
983669,986018.9272148882
1269693,1276620.1050201412
1488962,1496342.8753873622
1879441,1865185.6807247438
1594229,1604977.2553285349
985177,1003904.4863796623
1325641,1316690.8084375854
535255,548729.0475470134
1440918,1406656.807614128
1608191,1582662.9529527454
1445887,1398652.4368949374
1055980,1054342.3287375101
1583561,1557259.020091304
1893818,1895854.9198076886
858256,866122.6518141926
2060145,2081357.8482972218
1453268,1427977.7466148168
1686424,1715738.396067405
2229851,2206935.388171058
1792866,1778053.1728155736
915780,921107.0929453771
1097211,1136488.5355900123
1916983,1909698.818690491
1141749,1141438.707835502
1054872,1027728.7161916494
1529326,1536422.9258690586
1274528,1298176.3010207654
1238260,1262669.4409565476
1245097,1248630.2551075497
1516836,1514296.837412856
1548103,1587412.0293161543
1329643,1313360.736965757
1469754,1465630.1724559595
1643670,1602312.6950837353
1277651,1248949.4284798158
1260983,1291094.953727829
1208547,1202775.0156575874
539074,514145.3682404438
1601071,1598099.9618370396
1880059,1868889.8506538398
1349449,1348933.4585874083
1490532,1506231.0345762705
1045474,1051409.2399640523
1323119,1334677.3164264206
700852,693217.806661019
1669781,1663571.1011746223
1834548,1836239.113052761
1682214,1722787.762277356
1531489,1537334.4646609547
1086512,1117071.139967067
1268956,1252209.111662807
1166475,1154817.483220819
1690342,1679544.7214329874
1074854,1068546.4003354334
1410632,1436377.2750450792
1257321,1269550.1618572567
887998,918505.1877740147
1728566,1740414.188423264
1540085,1555331.0600464041
1143522,1143258.4266790159
1598718,1623879.6787342182
1358733,1365253.4059989369
1611585,1604419.6494789838
1652905,1647815.1525428898
1130672,1150259.5383395066
977514,983031.7940822083
979577,966768.5416913428
829701,821386.0028497826
1339884,1327064.6451647624
1381835,1369443.8321900452
1440822,1468943.8524508814
1613029,1622636.6932213316
1438389,1411290.1748791
855590,864748.5277758316
1977974,1935045.9473800657
644679,662009.2386332394
1377418,1356700.530082891
1580306,1579476.3659761024
1308949,1296970.9221080078
1920082,1909877.1935765585
1378786,1373665.5244169468
1854132,1813186.083350674
